project_title,project_url,university_name,supervisors_info,applications_info
PhD Research Project: Funded PhD- Quantifying larval dispersal and recruitment dynamics in coral reef fishes using molecular pedigree reconstructions. at University of Bristol,/phds/project/funded-phd-quantifying-larval-dispersal-and-recruitment-dynamics-in-coral-reef-fishes-using-molecular-pedigree-reconstructions/?p162650,University of Bristol,Supervisor: Dr HH Harrison,8 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - Harnessing the power of synthetic biology to engineer novel lytic bacteriophages at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-harnessing-the-power-of-synthetic-biology-to-engineer-novel-lytic-bacteriophages/?p162649,University of Exeter,"Supervisors: Dr T Bergmiller, Dr T Gorochowski",4 December 2023
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - Distilling bacteriophage-host webs: methods to characterise and combine phages for agricultural biocontrol at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-distilling-bacteriophage-host-webs-methods-to-characterise-and-combine-phages-for-agricultural-biocontrol/?p162648,University of Exeter,"Supervisors: Dr R Chait, Dr C Berger",4 December 2023
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - Molecular control of resource mobilisation in plants at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-molecular-control-of-resource-mobilisation-in-plants/?p162647,University of Exeter,"Supervisors: Dr V Kumar, Prof N Smirnoff",4 December 2023
PhD Research Project: Effects of zooplankton migrations on sinking organic carbon in a changing climate (LEQUEREC_U24SCT) at University of East Anglia,/phds/project/effects-of-zooplankton-migrations-on-sinking-organic-carbon-in-a-changing-climate-lequerec-u24sct/?p162646,University of East Anglia,"Supervisors: Prof C Le Quéré, Dr M Racault",10 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - The mechanistic basis of sensory processing for bee-plant interactions at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-the-mechanistic-basis-of-sensory-processing-for-bee-plant-interactions/?p162645,University of Exeter,"Supervisors: Dr N Hempel de Ibarra, Prof D Robert",4 December 2023
PhD Research Project: Design of new materials for solar to fuels technologies: electron diffraction techniques to study photochemical reactivity in metal-organic frameworks at University of Warwick,/phds/project/design-of-new-materials-for-solar-to-fuels-technologies-electron-diffraction-techniques-to-study-photochemical-reactivity-in-metal-organic-frameworks/?p157362,University of Warwick,Supervisor: Dr S Pike,10 February 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - How do insect microbial communities affect insecticide resistance? at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-how-do-insect-microbial-communities-affect-insecticide-resistance/?p162643,University of Exeter,"Supervisors: Dr B Kuijper, Prof C Bass",4 December 2023
"PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - Elucidating transposon-fungus pathogenomics to deliver more productive, sustainable, and resilient agriculture at University of Exeter",/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-elucidating-transposon-fungus-pathogenomics-to-deliver-more-productive-sustainable-and-resilient-agriculture/?p162642,University of Exeter,"Supervisors: Dr A Hayward, Dr K Hammond-Kosack",4 December 2023
PhD Research Project: Establishing why Fibonacci spirals are so common in land plants at University of Edinburgh,/phds/project/establishing-why-fibonacci-spirals-are-so-common-in-land-plants/?p162641,University of Edinburgh,"Supervisors: Dr S Hetherington, Dr A Richardson",17 January 2024
PhD Research Project: PhD studentship in uncovering the universal physics in soft and living matter at Imperial College London,/phds/project/phd-studentship-in-uncovering-the-universal-physics-in-soft-and-living-matter/?p162639,Imperial College London,Supervisor: Dr C F Lee,1 July 2024
PhD Research Project: Evaluation of properties of wood pellets for Bioenergy and Carbon Capture and Storage Application at University of Bradford,/phds/project/evaluation-of-properties-of-wood-pellets-for-bioenergy-and-carbon-capture-and-storage-application/?p162637,University of Bradford,Supervisor: Dr N Rahmanian,Year round applications
PhD Research Project: The role of the hind limbs in pterosaur flight at University of Leicester,/phds/project/the-role-of-the-hind-limbs-in-pterosaur-flight/?p162636,University of Leicester,Supervisor: Dr D Unwin,10 January 2024
PhD Research Project: ACCE DTP Studentship - Predicting the impacts of climate change on urban tree populations and community forestry strategies at University of Sheffield,/phds/project/acce-dtp-studentship-predicting-the-impacts-of-climate-change-on-urban-tree-populations-and-community-forestry-strategies/?p162635,University of Sheffield,"Supervisors: Dr T Wild, Dr P Nolan, Dr K L Evans",8 January 2024
PhD Research Project: Tracking volatile evolution in explosive alkaline eruptions at University of Leicester,/phds/project/tracking-volatile-evolution-in-explosive-alkaline-eruptions/?p162634,University of Leicester,Supervisor: Dr A Miles,10 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - Characterising the role of in vivo cell-to-cell communication in the stress system at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-characterising-the-role-of-in-vivo-cell-to-cell-communication-in-the-stress-system/?p162633,University of Exeter,"Supervisors: Prof S R Ryu, Dr J Tabak",4 December 2023
PhD Research Project: Coordinated ground and space-based exploration of the cusp ionosphere at University of Leicester,/phds/project/coordinated-ground-and-space-based-exploration-of-the-cusp-ionosphere/?p162631,University of Leicester,Supervisor: Prof T Yeoman,10 January 2024
PhD Research Project: ACCE DTP Studentship - Effect of biogenic VOC emissions from urban trees on UK air quality: A  consideration for large-scale plantings initiatives at University of Sheffield,/phds/project/acce-dtp-studentship-effect-of-biogenic-voc-emissions-from-urban-trees-on-uk-air-quality-a-consideration-for-large-scale-plantings-initiatives/?p162630,University of Sheffield,"Supervisors: Dr M Val Martin, Dr J Drewer, Dr H Croft, Dr J Edmondson, Dr S Moller",8 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry -  Investigating the impact of neuroactive drug exposure on the developmental and functional neurobiology of the vertebrate brain at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-investigating-the-impact-of-neuroactive-drug-exposure-on-the-developmental-and-functional-neurobiology-of-the-vertebrate-brain/?p162629,University of Exeter,"Supervisors: Dr M Winter, Dr N Nikolaou",4 December 2023
PhD Research Project: ACCE DTP Studentship - EpiStress: assessing the ecological and evolutionary significance of epigenetic plant responses to stress at University of Sheffield,/phds/project/acce-dtp-studentship-epistress-assessing-the-ecological-and-evolutionary-significance-of-epigenetic-plant-responses-to-stress/?p162628,University of Sheffield,"Supervisors: Prof J Ton, Dr S Campbell, Dr L Dunning, Dr H Hipperson",8 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry -  Dynamic Protein Design at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-dynamic-protein-design/?p162627,University of Exeter,"Supervisors: Dr J Phillips, Dr F Parmeggiani",4 December 2023
PhD Research Project: ACCE DTP Studentship - Nature’s laboratories: allometric constraint and the evolution of island vertebrates at University of Sheffield,/phds/project/acce-dtp-studentship-nature-s-laboratories-allometric-constraint-and-the-evolution-of-island-vertebrates/?p162626,University of Sheffield,"Supervisors: Dr G Thomas, Dr T Herridge, Dr N Cooper",8 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry -  Will climate change worsen the problem of antibiotic resistance? at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-will-climate-change-worsen-the-problem-of-antibiotic-resistance/?p162625,University of Exeter,"Supervisors: Dr D Padfield, Prof A Buckling",4 December 2023
PhD Research Project: ACCE DTP Studentship - Changing arctic ecosystems: consequences of plant community change for ecosystem function at University of Sheffield,/phds/project/acce-dtp-studentship-changing-arctic-ecosystems-consequences-of-plant-community-change-for-ecosystem-function/?p162624,University of Sheffield,"Supervisors: Prof G Phoenix, Dr R Mills, Dr J Bjerke, Dr H Croft",8 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry -  The evolutionary and mechanistic basis of virus host range at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-the-evolutionary-and-mechanistic-basis-of-virus-host-range/?p162623,University of Exeter,"Supervisors: Dr B Longdon, Prof A Buckling",4 December 2023
PhD Research Project: ACCE DTP Studentship - Climate-ready and community-informed diversification of local food systems at University of Sheffield,/phds/project/acce-dtp-studentship-climate-ready-and-community-informed-diversification-of-local-food-systems/?p162622,University of Sheffield,"Supervisors: Prof C P Osborne, Dr R Meijer, Dr J Edmondson, Dr M Blake",8 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - Studying early human embryo development using stem cell models at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-studying-early-human-embryo-development-using-stem-cell-models/?p162621,University of Exeter,"Supervisors: Dr G Guo, Dr F Gielen",4 December 2023
PhD Research Project: ACCE DTP Studentship - The genetic basis of adaptation to altitude in Heliconius butterflies at University of Sheffield,/phds/project/acce-dtp-studentship-the-genetic-basis-of-adaptation-to-altitude-in-heliconius-butterflies/?p162620,University of Sheffield,"Supervisors: Dr N Nadeau, Prof J Slate, Prof J Hill",8 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - Antimicrobial peptides- silver bullets or lead Evaluating antimicrobial peptides as replacements for antibiotics: exploring the consequences of resistance at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-antimicrobial-peptides-silver-bullets-or-lead-evaluating-antimicrobial-peptides-as-replacements-for-antibiotics-exploring-the-consequences-of-resistance/?p162619,University of Exeter,"Supervisors: Dr B Raymond, Dr L Luk",4 December 2023
"PhD Research Project: The Statics and Dynamics of Nematic Nanocolloids through Maths, Physics, and Machine Learning at Nottingham Trent University",/phds/project/the-statics-and-dynamics-of-nematic-nanocolloids-through-maths-physics-and-machine-learning/?p162618,Nottingham Trent University,Supervisor: Dr M Wilkinson,12 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - Decoding secret conversations inside cells: Understanding how organelle interactions in human cells are regulated during the cell cycle at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-decoding-secret-conversations-inside-cells-understanding-how-organelle-interactions-in-human-cells-are-regulated-during-the-cell-cycle/?p162617,University of Exeter,"Supervisors: Dr J Costello, Dr J Licchesi",4 December 2023
PhD Research Project: Targeting senescence to ameliorate ageing and treat cancer and other age-related diseases at University of Leicester,/phds/project/targeting-senescence-to-ameliorate-ageing-and-treat-cancer-and-other-age-related-diseases/?p162616,University of Leicester,Supervisor: Prof S Macip,Year round applications
PhD Research Project: Bio-informed control for physical human-robot interaction in collaborative tasks at The University of Manchester,/phds/project/bio-informed-control-for-physical-human-robot-interaction-in-collaborative-tasks/?p158415,The University of Manchester,Supervisor: Dr Z Li,Year round applications
